07/2012 2
04/2013 1
07/2013 2
10/2013 3
01/2014 3
04/2014 2
07/2014 1
10/2014 2
01/2015 1
07/2015 3
10/2015 1
04/2016 3
07/2016 9
10/2016 2
01/2017 3
04/2017 3
10/2017 1
01/2018 1
04/2018 1
04/2019 1
